categoryId  dateOnly              title                                                                         country  uid                      addedBy
33          2018-06-15T13:15:00Z  Industrial Production and Capacity Utilization                                US       af-event-47651@ntkn.com  kevin.kastner
30          2018-06-15T20:00:00Z  Treasury International Capital Data - TIC Flows                               US       af-event-46593@ntkn.com  kevin.kastner
95          2018-06-18T14:00:00Z  NAHB Home Builder Confidence                                                  US       af-event-48437@ntkn.com  kevin.kastner
55          2018-06-19T12:30:00Z  Housing Starts and Building Permits                                           US       af-event-47503@ntkn.com  kevin.kastner
31          2018-06-19T12:55:00Z  Redbook Retail Sales Index                                                    US       af-event-46382@ntkn.com  kevin.kastner
106         2018-06-20T11:00:00Z  MBA Weekly Applications Index                                                 US       af-event-46486@ntkn.com  kevin.kastner
105         2018-06-20T12:30:00Z  Current Account                                                               US       af-event-47400@ntkn.com  kevin.kastner
53          2018-06-20T14:00:00Z  Existing Home Sales                                                           US       af-event-47825@ntkn.com  kevin.kastner
138         2018-06-20T14:30:00Z  US DOE Refinery Utilization and Petroleum Stocks                              US       af-event-46655@ntkn.com  kevin.kastner
21608       2018-06-21T07:30:00Z  Swiss National Bank 3 Month Libor Basis Point change                          CH       af-event-49610@ntkn.com  alina.haag
21607       2018-06-21T07:30:00Z  Swiss National Bank 3 Month Libor Rate Direction                              CH       af-event-49612@ntkn.com  alina.haag
21609       2018-06-21T07:30:00Z  Swiss National Bank 3 Month Libor Rate Range                                  CH       af-event-49614@ntkn.com  alina.haag
21613       2018-06-21T07:30:00Z  Swiss National Bank Interest Rate on Sight Deposit Percentage Point Change    CH       af-event-49616@ntkn.com  alina.haag
21610       2018-06-21T07:30:00Z  Swiss National Bank Interest Rates on Sight Deposits                          CH       af-event-49618@ntkn.com  alina.haag
21612       2018-06-21T07:30:00Z  Swiss National BankInterest Rates on Sight Deposits Rate Level                CH       af-event-49620@ntkn.com  alina.haag
20007       2018-06-21T08:30:00Z  Public Sector Finances                                                        UK       af-event-49283@ntkn.com  les.commons
20016       2018-06-21T11:00:00Z  Bank Of England Interest Rate                                                 UK       af-event-47040@ntkn.com  les.commons
20036       2018-06-21T11:00:00Z  Bank Of England Quantitative Easing                                           UK       af-event-47042@ntkn.com  les.commons
20060       2018-06-21T11:00:00Z  BOE Minutes Policy Decision Inflation Report                                  UK       af-event-48597@ntkn.com  les.commons
40          2018-06-21T12:30:00Z  Initial Jobless Claims                                                        US       af-event-46278@ntkn.com  kevin.kastner
40001       2018-06-21T12:30:00Z  Building Permits                                                              CA       af-event-49179@ntkn.com  yali.ndiaye
111         2018-06-21T13:00:00Z  FHFA HPI Monthly                                                              US       af-event-46144@ntkn.com  kevin.kastner
89          2018-06-21T14:30:00Z  US DOE Natural Gas Stocks                                                     US       af-event-46759@ntkn.com  kevin.kastner
40028       2018-06-22T12:30:00Z  Consumer Price Index and Retail Trade Combined                                CA       af-event-49366@ntkn.com  yali.ndiaye
40001       2018-06-22T12:30:00Z  Building Permits                                                              CA       af-event-48977@ntkn.com  yali.ndiaye
51          2018-06-25T14:00:00Z  New Home Sales                                                                US       af-event-47527@ntkn.com  kevin.kastner
31          2018-06-26T12:55:00Z  Redbook Retail Sales Index                                                    US       af-event-46384@ntkn.com  kevin.kastner
52          2018-06-26T14:00:00Z  Consumer Confidence                                                           US       af-event-48162@ntkn.com  kevin.kastner
106         2018-06-27T11:00:00Z  MBA Weekly Applications Index                                                 US       af-event-46488@ntkn.com  kevin.kastner
50          2018-06-27T12:30:00Z  Durable Goods Orders                                                          US       af-event-47623@ntkn.com  kevin.kastner
42          2018-06-27T14:00:00Z  Pending Home Sales                                                            US       af-event-47851@ntkn.com  kevin.kastner
138         2018-06-27T14:30:00Z  US DOE Refinery Utilization and Petroleum Stocks                              US       af-event-46657@ntkn.com  kevin.kastner
40          2018-06-28T12:30:00Z  Initial Jobless Claims                                                        US       af-event-46280@ntkn.com  kevin.kastner
49          2018-06-28T12:30:00Z  Gross Domestic Product - GDP                                                  US       af-event-47360@ntkn.com  kevin.kastner
89          2018-06-28T14:30:00Z  US DOE Natural Gas Stocks                                                     US       af-event-46761@ntkn.com  kevin.kastner
20015       2018-06-29T08:30:00Z  UK Index of Services                                                          UK       af-event-49630@ntkn.com  les.commons
20011       2018-06-29T08:30:00Z  UK GDP Third Estimate                                                         UK       af-event-49632@ntkn.com  les.commons
20054       2018-06-29T08:30:00Z  Quarterly Current Account Balance (stg blns)                                  UK       af-event-49634@ntkn.com  les.commons
57          2018-06-29T12:30:00Z  Personal Income and Consumption (current dollars)                             US       af-event-47384@ntkn.com  kevin.kastner
40005       2018-06-29T12:30:00Z  Gross Domestic Product by Industry                                            CA       af-event-49376@ntkn.com  yali.ndiaye
40007       2018-06-29T12:30:00Z  Industrial Product and Raw Material Price Index                               CA       af-event-49037@ntkn.com  yali.ndiaye
40026       2018-06-29T12:30:00Z  Principal Field Crop Areas                                                    CA       af-event-49163@ntkn.com  yali.ndiaye
118         2018-06-29T13:42:00Z  MNI Chicago Report                                                            US       af-event-48337@ntkn.com  les.commons
124         2018-06-29T16:00:00Z  USDA Grain Stock and Acreage Combined                                         US       af-event-47437@ntkn.com  kevin.kastner
